COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30381 
 NOMBRE    : ZILACATIPAN 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : HUAYACOCOTLA 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.65583333 ° 
 LONGITUD  : -98.34805556 ° 
 ALTITUD   : 971 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1983-05-18	0.1	NULO	NULO	NULO
1987-05-15	0	NULO	15.5	11
1987-05-16	0	NULO	20.5	9.5
1987-05-17	0	NULO	24.5	12.5
1987-05-18	3.3	NULO	25.5	14.5
1987-05-19	8	NULO	20	12.5
1987-05-20	0.2	NULO	21	15
1987-05-21	0	NULO	22.5	14
1987-05-22	0	NULO	22.5	14
1987-05-23	0	NULO	21	12
1987-05-24	0	NULO	21.5	11.5
1987-05-25	0	NULO	25.5	12.5
1987-05-26	0	NULO	20.5	12.5
1987-05-27	0	NULO	23.5	12
1987-05-28	12	NULO	26.5	14.5
1987-05-29	0	NULO	27	14
1987-05-30	8	NULO	16.5	13.5
1987-05-31	22.9	NULO	20.5	5.5
1987-06-01	3	NULO	29.5	12
1987-06-02	0	NULO	22.5	13
1987-06-03	0	NULO	23.5	13.5
1987-06-04	35.5	NULO	24.5	14.5
1987-06-05	10.8	NULO	22	14
1987-06-06	22.4	NULO	23.5	10
1987-06-07	16.2	NULO	22.5	14
1987-06-08	22.5	NULO	16	13.5
1987-06-09	11.3	NULO	20	12.5
1987-06-10	10.5	NULO	22	14.5
1987-06-11	8.4	NULO	22.5	10.5
1987-06-12	9.8	NULO	17.5	13.5
1987-06-13	9.6	NULO	23.5	12.5
1987-06-14	0	NULO	22.4	12
1987-06-15	0	NULO	21.5	13
1987-06-16	0	NULO	20	14
1987-06-17	2.6	NULO	22.5	13.5
1987-06-18	0	NULO	23.5	13
1987-06-19	0	NULO	20.5	14
1987-06-20	0	NULO	23	13.5
1987-06-21	0	NULO	22.5	13
1987-06-22	0	NULO	23.5	14
1987-06-23	16	NULO	23.5	14.5
1987-06-24	18	NULO	21.5	14.5
1987-06-25	20.8	NULO	22	14
1987-06-26	0	NULO	23	14.5
1987-06-27	0	NULO	21.5	14.5
1987-06-28	0	NULO	22	13.5
1987-06-29	28	NULO	22.5	13.5
1987-06-30	28.6	NULO	21	13
1987-07-01	6.4	NULO	23.5	14
1987-07-02	9.6	NULO	18.5	14.5
1987-07-03	0	NULO	19.5	12.5
1987-07-04	27.9	NULO	20.5	13
1987-07-05	7.5	NULO	17.5	12.5
1987-07-06	10.9	NULO	19	14
1987-07-07	5.4	NULO	20.5	12.5
1987-07-08	236.6	NULO	21.5	13.5
1987-07-09	10.5	NULO	22	14.5
1987-07-10	14.6	NULO	19.5	12.5
1987-07-11	13.6	NULO	21	11
1987-07-12	20.6	NULO	21.5	12
1987-07-13	60.9	NULO	20.5	12.5
1987-07-14	19.6	NULO	17.5	13.5
1987-07-15	6.5	NULO	22	12.5
1987-07-16	0	NULO	21	13
1987-07-17	0	NULO	20.5	13
1987-07-18	7.5	NULO	20	12.5
1987-07-19	0	NULO	19.5	11.5
1987-07-20	17.8	NULO	18.5	11.5
1987-07-21	39.6	NULO	17.5	12.5
1987-07-22	6.5	NULO	16.5	11.5
1987-07-23	0	NULO	15	11.5
1987-07-24	12.8	NULO	15.5	12
1987-07-25	17.8	NULO	16.5	12.5
1987-07-26	17.2	NULO	17.5	14.5
1987-07-27	63.9	NULO	16	14.5
1987-07-28	160.8	NULO	18.5	13
1987-07-29	13.8	NULO	20	12
1987-07-30	10.2	NULO	21.5	13.5
1987-07-31	66.4	NULO	17	14
1987-08-01	3.6	NULO	18.5	11.5
1987-08-02	8.7	NULO	19.5	11.5
1987-08-03	5.6	NULO	20.5	12
1987-08-04	35.6	NULO	20	12
1987-08-05	30.4	NULO	20.5	12.5
1987-08-06	25.3	NULO	21.5	13
1987-08-07	8.7	NULO	21.5	11.5
1987-08-08	0	NULO	20.5	13
1987-08-09	0	NULO	21.5	12.5
1987-08-10	2.7	NULO	22	13
1987-08-11	0	NULO	21.5	12.5
1987-08-12	0	NULO	21	14.5
1987-08-13	0	NULO	23.5	13
1987-08-14	2.6	NULO	23	14
1987-08-15	17.2	NULO	20.5	14.5
1987-08-16	3.5	NULO	22	12
1987-08-17	0	NULO	22	12.5
1987-08-18	7.6	NULO	21.5	12
1987-08-19	2.6	NULO	18.5	11.5
1987-08-20	46.2	NULO	20.5	11.5
1987-08-21	18.5	NULO	18	12
1987-08-22	0	NULO	21.5	11.5
1987-08-23	36.9	NULO	22	12.5
1987-08-24	20.6	NULO	21	14
1987-08-25	0	NULO	22	15
1987-08-26	0	NULO	23	14.5
1987-08-27	0	NULO	23	14.5
1987-08-28	6.7	NULO	22.5	13.5
1987-08-29	3.6	NULO	23	14
1987-08-30	0	NULO	22.5	11.5
1987-08-31	6.4	NULO	17	11.5
1987-09-01	3.5	NULO	23	11.5
1987-09-02	0	NULO	21	11.5
1987-09-03	0	NULO	16.5	13.5
1987-09-04	0	NULO	22	11.5
1987-09-05	0	NULO	21	13.5
1987-09-06	0	NULO	23.5	15
1987-09-07	0	NULO	20.5	14.5
1987-09-08	0	NULO	22.5	12
1987-09-09	3.3	NULO	22.5	12.5
1987-09-10	0	NULO	22.5	13.5
1987-09-11	2	NULO	22	16
1987-09-12	0	NULO	21.5	14.5
1987-09-13	33	NULO	21.5	13.5
1987-09-14	20	NULO	22	15.5
1987-09-15	0	NULO	20.5	13.5
1987-09-16	3.5	NULO	21.5	15.5
1987-09-17	30	NULO	21	14.5
1987-09-18	5	NULO	20.5	14.5
1987-09-19	27.2	NULO	18.5	14
1987-09-20	13	NULO	18	13.5
1987-09-21	8.5	NULO	20.5	14
1987-09-22	167.5	NULO	21.5	12.5
1987-09-23	6.5	NULO	14	0
1987-09-24	0	NULO	18	0
1987-09-25	0	NULO	20	10.5
1987-09-26	0	NULO	21.5	17.5
1987-09-27	1.6	NULO	21.5	15
1987-09-28	13.2	NULO	22	14.5
1987-09-29	2	NULO	21.5	13.5
1987-09-30	90.9	NULO	17.5	9.5
1987-10-01	0	NULO	21	15
1987-10-02	0	NULO	18	8.5
1987-10-03	0	NULO	18.5	8.5
1987-10-04	0	NULO	18.5	9
1987-10-05	0	NULO	19.5	9.5
1987-10-06	2	NULO	13.5	10
1987-10-07	0	NULO	18	1.1
1987-10-08	1.3	NULO	15.5	7.5
1987-10-09	0	NULO	11.5	8.5
1987-10-10	0	NULO	18	0
1987-10-11	0	NULO	13.5	8.5
1987-10-12	2	NULO	15	0
1987-10-13	0	NULO	19	9
1987-10-14	4.3	NULO	19.5	8.5
1987-10-15	0	NULO	15.5	7.5
1987-10-16	0	NULO	14.5	10
1987-10-17	0	NULO	18.5	10
1987-10-18	0	NULO	19	8
1987-10-19	0	NULO	19	11.5
1987-10-20	1.5	NULO	16	9.5
1987-10-21	0	NULO	14.5	10
1987-10-22	0	NULO	19	10
1987-10-23	13.2	NULO	19	8.5
1987-10-24	0	NULO	19.5	10.5
1987-10-25	0	NULO	20	10
1987-10-26	0	NULO	15.5	10.5
1987-10-27	0	NULO	14.5	10.5
1987-10-28	0	NULO	21.5	10
1987-10-29	31.5	NULO	21.5	10
1987-10-30	2	NULO	14	0
1987-10-31	0	NULO	18	12.5
1987-11-01	3	NULO	18	12.5
1987-11-02	2.5	NULO	17.5	14.5
1987-11-03	4.4	NULO	20	10
1987-11-04	0	NULO	23.5	7.5
1987-11-05	0	NULO	17.5	10
1987-11-06	0	NULO	17	11
1987-11-07	0	NULO	24	13
1987-11-08	0	NULO	25.5	13.5
1987-11-09	0	NULO	23	13.5
1987-11-10	0	NULO	23	13
1987-11-11	0	NULO	19	7
1987-11-12	4.2	NULO	18.5	8.5
1987-11-13	3	NULO	17	8.5
1987-11-14	3.6	NULO	18.5	6
1987-11-15	3.2	NULO	19	13
1987-11-16	4.2	NULO	24	6.5
1987-11-17	0	NULO	22	10
1987-11-18	0	NULO	18	11.5
1987-11-19	0	NULO	17.5	12.5
1987-11-20	27	NULO	23	13
1987-11-21	20.3	NULO	22	7
1987-11-22	27.4	NULO	16	11
1987-11-23	0	NULO	17	4.5
1987-11-24	0	NULO	25	8.3
1987-11-25	0	NULO	24.5	10.5
1987-11-26	0	NULO	16.5	13.5
1987-11-27	0	NULO	21	2
1987-11-28	3.5	NULO	23	2
1987-11-29	0	NULO	22	4.5
1987-11-30	11.1	NULO	22	7.5
1987-12-01	0	NULO	17.5	9.5
1987-12-02	0	NULO	21.5	8
1987-12-03	0	NULO	19	10
1987-12-04	3.6	NULO	15	9.5
1987-12-05	0	NULO	18.5	6.5
1987-12-06	0	NULO	24	5
1987-12-07	0	NULO	20.5	9
1987-12-08	0	NULO	23.5	9
1987-12-09	0	NULO	24	10
1987-12-10	0	NULO	22	10
1987-12-11	0	NULO	21	9.5
1987-12-12	0	NULO	19	9.5
1987-12-13	0	NULO	18.5	8.5
1987-12-14	0	NULO	15.5	8
1987-12-15	0	NULO	16	9
1987-12-16	3.1	NULO	23.5	8.5
1987-12-17	1	NULO	11.5	9
1987-12-18	0	NULO	16	4.5
1987-12-19	0	NULO	17	8
1987-12-20	0	NULO	15.5	11.5
1987-12-21	0.1	NULO	14.5	10
1987-12-22	1	NULO	14.5	10
1987-12-23	1.1	NULO	19.5	11.5
1987-12-24	0	NULO	21	13.5
1987-12-25	0	NULO	20	16.5
1987-12-26	1.5	NULO	19	15.5
1987-12-27	1.8	NULO	9	8.5
1987-12-28	8.2	NULO	8	4
1987-12-29	1.4	NULO	9	3
1987-12-30	1	NULO	14.5	3
1987-12-31	NULO	NULO	14	6.5
1988-01-01	4.5	NULO	12.5	11
1988-01-02	0.3	NULO	13.5	8.5
1988-01-03	0.1	NULO	9	6.5
1988-01-04	1.2	NULO	8.5	5
1988-01-05	0.5	NULO	11	5
1988-01-06	1.2	NULO	14.5	6.5
1988-01-07	0	NULO	15	6.5
1988-01-08	0.3	NULO	13	5
1988-01-09	1.1	NULO	8.5	7.5
1988-01-10	1.5	NULO	10	5
1988-01-11	0	NULO	13	6.5
1988-01-12	0.2	NULO	10.5	5
1988-01-13	6.5	NULO	11.5	8.5
1988-01-14	1.5	NULO	12	6.5
1988-01-15	1.5	NULO	20.5	6
1988-01-16	0	NULO	14.5	5
1988-01-17	0	NULO	16	3.5
1988-01-18	0	NULO	12.5	8
1988-01-19	0	NULO	10.5	5
1988-01-20	0	NULO	9	6
1988-01-21	0	NULO	11.5	5.5
1988-01-22	1.2	NULO	10	9
1988-01-23	0.1	NULO	11	6.5
1988-01-24	0.4	NULO	7.5	4.5
1988-01-25	0.5	NULO	9	3
1988-01-26	0.3	NULO	9	2
1988-01-27	7	NULO	7.5	4.5
1988-01-28	1	NULO	8.5	3
1988-01-29	1.5	NULO	15.5	3.5
1988-01-30	0	NULO	16.5	3.5
1988-01-31	0	NULO	16	4
1988-02-01	0	NULO	26.5	6.5
1988-02-02	0	NULO	18	3.5
1988-02-03	0	NULO	18.5	8.5
1988-02-04	0	NULO	13.5	7.5
1988-02-05	0	NULO	15.5	3.5
1988-02-06	0	NULO	19.5	7.5
1988-02-07	0	NULO	20	9
1988-02-08	2.3	NULO	19.5	9.5
1988-02-09	5.8	NULO	13.5	8.5
1988-02-10	7.5	NULO	19.5	3.5
1988-02-11	15.8	NULO	18.5	5
1988-02-12	4.5	NULO	19.5	4
1988-02-13	6.7	NULO	28.5	7.5
1988-02-14	8.4	NULO	18	13
1988-02-15	3.5	NULO	16	5.5
1988-02-16	5	NULO	17.5	6
1988-02-17	7.8	NULO	13.5	8.5
1988-02-18	8.5	NULO	17	11
1988-02-19	9.8	NULO	19	4
1988-02-20	7.5	NULO	15.5	5
1988-02-21	0	NULO	16.5	9.5
1988-02-22	7.9	NULO	18.5	10
1988-02-23	1.9	NULO	15.5	7.5
1988-02-24	0	NULO	18	9.5
1988-02-25	6.6	NULO	20.5	5.5
1988-02-26	1.5	NULO	18.5	6
1988-02-27	0	NULO	22.5	10
1988-02-28	3	NULO	14.5	8.5
1988-02-29	0	NULO	14.7	8
1988-03-01	1	NULO	15	9
1988-03-02	0	NULO	20.5	10.5
1988-03-03	2.5	NULO	20	8.5
1988-03-04	6	NULO	24.5	9.5
1988-03-05	0	NULO	23.5	6
1988-03-06	0	NULO	16.5	8.5
1988-03-07	2	NULO	21	5.5
1988-03-08	0	NULO	21.5	8.5
1988-03-09	0	NULO	18.5	9.5
1988-03-10	0	NULO	18	9.5
1988-03-11	0	NULO	22.5	7.5
1988-03-12	5.3	NULO	22	9.5
1988-03-13	0	NULO	23.5	5
1988-03-14	0	NULO	23.5	9.5
1988-03-15	0	NULO	24.5	11
1988-03-16	0	NULO	20.5	11.5
1988-03-17	0	NULO	24	8.5
1988-03-18	35.2	NULO	20	11
1988-03-19	30.4	NULO	20	12.5
1988-03-20	25.3	NULO	21.5	13
1988-03-21	8.7	NULO	21.5	11.5
1988-03-22	0	NULO	20.5	13
1988-03-23	0	NULO	21.5	12.5
1988-03-24	2.7	NULO	22	13
1988-03-25	0	NULO	21.5	12.5
1988-03-26	0	NULO	21	14.5
1988-03-27	0	NULO	23.5	13
1988-03-28	2.6	NULO	23	14
1988-03-29	17.2	NULO	20.5	14.5
1988-03-30	3.5	NULO	22	12
1988-03-31	0	NULO	19.2	12.5
1988-04-01	0	NULO	16.5	5
1988-04-02	0	NULO	20.5	7.5
1988-04-03	0	NULO	17	10
1988-04-04	0	NULO	14.5	8.5
1988-04-05	0	NULO	11.5	9
1988-04-06	0	NULO	18.5	7
1988-04-07	0	NULO	19.5	5
1988-04-08	0	NULO	22	9
1988-04-09	0	NULO	20	13.5
1988-04-10	0	NULO	19	11
1988-04-11	0	NULO	15.5	13
1988-04-12	0	NULO	18	12.5
1988-04-13	0	NULO	18	13.5
1988-04-14	0	NULO	19	15
1988-04-15	0	NULO	17.5	16
1988-04-16	0	NULO	16	13
1988-04-17	0	NULO	18.5	13.5
1988-04-18	0	NULO	15.5	7.5
1988-04-19	0	NULO	17.5	13
1988-04-20	0	NULO	16	13.5
1988-04-21	0	NULO	25	8.5
1988-04-22	0	NULO	23	12.5
1988-04-23	0	NULO	19.5	8.5
1988-04-24	0	NULO	13.5	10
1988-04-25	0	NULO	12	11
1988-04-26	0	NULO	21.5	8.5
1988-04-27	0	NULO	20	10
1988-04-28	0	NULO	14	12
1988-04-29	0	NULO	19	8.5
1988-04-30	0	NULO	20	10
1988-05-01	0	NULO	21	10.5
1988-05-02	0	NULO	18	14
1988-05-03	0	NULO	21.5	13
1988-05-04	0	NULO	22.5	10
1988-05-05	0	NULO	17.5	13
1988-05-06	0	NULO	16	8
1988-05-07	0	NULO	15	10.5
1988-05-08	0	NULO	12.5	10
1988-05-09	0	NULO	12.5	5
1988-05-10	0	NULO	18.5	9
1988-05-11	0	NULO	15.5	10
1988-05-12	0	NULO	17.5	9.5
1988-05-13	0	NULO	15.5	10
1988-05-14	0	NULO	16	10
1988-05-15	0	NULO	16	11.5
1988-05-16	0	NULO	14.5	10
1988-05-17	0	NULO	15	10
1988-05-18	0	NULO	17	9
1988-05-19	0	NULO	17	11
1988-05-20	0	NULO	16.5	14
1988-05-21	0	NULO	15	12.5
1988-05-22	0	NULO	13.5	9.5
1988-05-23	0	NULO	17.5	10
1988-05-24	0	NULO	18	9
1988-05-25	0	NULO	15.5	11
1988-05-26	0	NULO	18	13
1988-05-27	0	NULO	16.5	11.5
1988-05-28	0.4	NULO	18.5	11.5
1988-05-29	0.5	NULO	17	13
1988-05-30	0.7	NULO	19.5	13
1988-05-31	0	NULO	19	14
1988-06-01	0	NULO	17.5	13.5
1988-06-02	0	NULO	15	12
1988-06-03	0	NULO	18	12.5
1988-06-04	0	NULO	18	13.5
1988-06-05	0	NULO	15	13
1988-06-06	2.4	NULO	16	10.5
1988-06-07	0	NULO	18	11.5
1988-06-08	0	NULO	15.5	10
1988-06-09	0	NULO	18	9
1988-06-10	0	NULO	17	15
1988-06-11	0.5	NULO	16.5	12
1988-06-12	0	NULO	13	10.5
1988-06-13	2	NULO	15	10
1988-06-14	16	NULO	15.5	12
1988-06-15	42	NULO	14.5	14
1988-06-16	19.5	NULO	15.5	13
1988-06-17	10	NULO	14.5	11.5
1988-06-18	15.5	NULO	19	9.5
1988-06-19	18	NULO	15.5	10.5
1988-06-20	25	NULO	16.5	12.5
1988-06-21	15.5	NULO	18	12
1988-06-22	10	NULO	15	14
1988-06-23	1	NULO	15.5	11.5
1988-06-24	10.3	NULO	14.5	12.5
1988-06-25	1.5	NULO	16.5	13
1988-06-26	1.9	NULO	18.5	13.5
1988-06-27	2.5	NULO	19	15
1988-06-28	6	NULO	18	13
1988-06-29	0	NULO	16.5	12.5
1988-06-30	0	NULO	17.5	14.5
1988-07-01	11.4	NULO	18	14.5
1988-07-02	2.1	NULO	17.5	15
1988-07-03	1.7	NULO	16.5	14.5
1988-07-04	22	NULO	15.5	13.5
1988-07-05	7.6	NULO	15	12.5
1988-07-06	2.8	NULO	17	12.5
1988-07-07	0.3	NULO	16	12
1988-07-08	2.2	NULO	18	14
1988-07-09	1	NULO	17	13.5
1988-07-10	0.5	NULO	17	14.5
1988-07-11	0.5	NULO	17	16.5
1988-07-12	9.1	NULO	17	13.5
1988-07-13	3.2	NULO	16	14
1988-07-14	34.7	NULO	16.5	13
1988-07-15	51.2	NULO	15.5	13.5
1988-07-16	7.1	NULO	16.5	13.5
1988-07-17	1.1	NULO	19	13
1988-07-18	0.2	NULO	15.5	11
1988-07-19	10.5	NULO	14.5	12
1988-07-20	10.3	NULO	14.5	12.5
1988-07-21	25.5	NULO	14	12
1988-07-22	2.9	NULO	15	11.5
1988-07-23	3.3	NULO	14.5	11.5
1988-07-24	10.3	NULO	15	11
1988-07-25	7.2	NULO	15.5	10.5
1988-07-26	5.2	NULO	15.5	12
1988-07-27	2.5	NULO	16.5	12
1988-07-28	5.2	NULO	16	13.5
1988-07-29	18	NULO	16.5	13
1988-07-30	16.9	NULO	16.5	11.5
1988-07-31	0	NULO	16.2	12.5
1988-08-01	10.6	NULO	16	12.5
1988-08-02	11.3	NULO	16	12.5
1988-08-03	4.4	NULO	16	13
1988-08-04	2.1	NULO	15	13.5
1988-08-05	11.1	NULO	15.5	13.5
1988-08-06	17	NULO	16	11.5
1988-08-07	1.9	NULO	15.5	12.5
1988-08-08	14.5	NULO	19	13.5
1988-08-09	0	NULO	16.5	13
1988-08-10	11	NULO	17	12.5
1988-08-11	4.6	NULO	16	13
1988-08-12	14.6	NULO	16	13.5
1988-08-13	5.5	NULO	16.5	12.5
1988-08-14	4.5	NULO	15	12.5
1988-08-15	12.8	NULO	16	13
1988-08-16	2.2	NULO	16.5	13.5
1988-08-17	8.3	NULO	16	13
1988-08-18	2.5	NULO	16.5	14.5
1988-08-19	0	NULO	17	13.5
1988-08-20	3.5	NULO	16.5	14
1988-08-21	12.8	NULO	16	14.5
1988-08-22	4	NULO	16.5	15
1988-08-23	7.6	NULO	16	13.5
1988-08-24	2	NULO	17	13
1988-08-25	0.5	NULO	16.5	13
1988-08-26	0.1	NULO	16.5	12.5
1988-08-27	0.5	NULO	16.5	13.5
1988-08-28	3.3	NULO	16	12.5
1988-08-29	2.5	NULO	15.5	12.5
1988-08-30	32.5	NULO	16	13.5
1988-08-31	0	NULO	15.5	13.5
1988-09-01	42	NULO	15.5	13
1988-09-02	209.5	NULO	15.5	14
1988-09-03	134.5	NULO	16	12.5
1988-09-04	142	NULO	15.5	13.5
1988-09-05	4.2	NULO	13.5	9.5
1988-09-06	0	NULO	15.5	9.5
1988-09-07	0	NULO	15.5	10.5
1988-09-08	0	NULO	15	12
1988-09-09	0	NULO	12.5	10
1988-09-10	0	NULO	13.5	8.5
1988-09-11	0	NULO	14	11.5
1988-09-12	0.1	NULO	17	12
1988-09-13	5.2	NULO	15.5	12
1988-09-14	8.3	NULO	15.5	13.5
1988-09-15	0	NULO	18	13
1988-09-16	0	NULO	22	13.5
1988-09-17	0.1	NULO	20	16
1988-09-18	4.7	NULO	16.5	15
1988-09-19	39.5	NULO	15.5	13
1988-09-20	0	NULO	15	13.5
1988-09-21	5.5	NULO	16	14
1988-09-22	0.1	NULO	16	11.5
1988-09-23	0.1	NULO	15	13.5
1988-09-24	15.2	NULO	16	12.5
1988-09-25	0	NULO	18.5	12.5
1988-09-26	0	NULO	19	13.5
1988-09-27	0.2	NULO	18.5	14
1988-09-28	0	NULO	17.5	16
1988-09-29	0	NULO	15	10.5
1988-09-30	0	NULO	13.5	11.5
1988-10-01	0	NULO	16	11.5
1988-10-02	0	NULO	10.5	8
1988-10-03	19.8	NULO	9	7
1988-10-04	35.6	NULO	10	6.5
1988-10-05	3.9	NULO	9	8
1988-10-06	4.1	NULO	10	9
1988-10-07	0	NULO	16	8.5
1988-10-08	0	NULO	15.5	7
1988-10-09	6.9	NULO	13	9.5
1988-10-10	15	NULO	12.5	7.5
1988-10-11	0	NULO	10.5	8.5
1988-10-12	31.8	NULO	10	8
1988-10-13	0	NULO	12.5	7.5
1988-10-14	7.5	NULO	13	7
1988-10-15	2.5	NULO	12	9.5
1988-10-16	0	NULO	16.5	9
1988-10-17	0.1	NULO	14.5	8.5
1988-10-18	0	NULO	13	7
1988-10-19	0	NULO	14	7.5
1988-10-20	0.5	NULO	13.5	9
1988-10-21	4	NULO	14	8
1988-10-22	0	NULO	17	11.5
1988-10-23	0	NULO	16	12.5
1988-10-24	2.2	NULO	14.5	10
1988-10-25	0.1	NULO	14.5	10.5
1988-10-26	0	NULO	15	12.5
1988-10-27	0	NULO	14	11
1988-10-28	1	NULO	14	10.5
1988-10-29	17	NULO	13.5	12
1988-10-30	6.5	NULO	15.5	7.5
1988-10-31	0	NULO	NULO	NULO
1988-11-01	29.5	NULO	14.5	11.5
1988-11-02	0	NULO	17	9.5
1988-11-03	0	NULO	19.5	10.5
1988-11-04	0	NULO	17.5	15.5
1988-11-05	0	NULO	17	14
1988-11-06	0	NULO	18.5	10
1988-11-07	0	NULO	15.5	10
1988-11-08	0	NULO	16.5	9
1988-11-09	0.1	NULO	15	11.5
1988-11-10	0	NULO	13.5	9
1988-11-11	0	NULO	15	9.5
1988-11-12	0	NULO	13	10
1988-11-13	0	NULO	15	9.5
1988-11-14	0	NULO	14.5	10.5
1988-11-15	0	NULO	19.5	11
1988-11-16	0	NULO	17.5	10.5
1988-11-17	0.1	NULO	17	10.5
1988-11-18	0	NULO	16.5	10.5
1988-11-19	0	NULO	18.5	14
1988-11-20	9.3	NULO	17	11
1988-11-21	0	NULO	11.5	11
1988-11-22	0	NULO	13.5	7.5
1988-11-23	0	NULO	17.5	5.5
1988-11-24	0	NULO	15.5	10.5
1988-11-25	0	NULO	16	10
1988-11-26	0	NULO	18	10
1988-11-27	0	NULO	16.5	9
1988-11-28	0	NULO	17.5	11
1988-11-29	0	NULO	16.5	11
1988-11-30	0	NULO	16	14
1988-12-01	17	NULO	15.5	10.5
1988-12-02	21.5	NULO	11	8.5
1988-12-03	15	NULO	10	3.5
1988-12-04	17.8	NULO	8.5	6.5
1988-12-05	2	NULO	13	5.5
1988-12-06	0	NULO	16	5.5
1988-12-07	0	NULO	15	11.5
1988-12-08	0	NULO	14.5	12
1988-12-09	0.5	NULO	14	9
1988-12-10	0	NULO	14.5	11
1988-12-11	0	NULO	15	12
1988-12-12	0.8	NULO	16	13.5
1988-12-13	4.8	NULO	17.5	14
1988-12-14	0	NULO	18	13
1988-12-15	2.3	NULO	16.5	11.5
1988-12-16	2.1	NULO	16.5	10
1988-12-17	7.8	NULO	13	8.5
1988-12-18	0.2	NULO	10	6
1988-12-19	0	NULO	17.5	5
1988-12-20	0	NULO	15.5	9
1988-12-21	0.1	NULO	10.5	8
1988-12-22	0.1	NULO	11	8
1988-12-23	0	NULO	15.5	9.5
1988-12-24	0.1	NULO	15.5	11
1988-12-25	0.1	NULO	12.5	10
1988-12-26	0	NULO	17	8.5
1988-12-27	2.3	NULO	13.5	2.5
1988-12-28	0	NULO	7.5	3.5
1988-12-29	0	NULO	15	3.5
1988-12-30	0	NULO	17	7
1988-12-31	66.4	NULO	16	12.5
1989-01-01	0	NULO	12	11
1989-01-02	0	NULO	12	10.5
1989-01-03	1.3	NULO	12	10.5
1989-01-04	0	NULO	12	11
1989-01-05	0	NULO	12.5	11.5
1989-01-06	0	NULO	13.5	9.5
1989-01-07	0	NULO	13.5	11
1989-01-08	1.5	NULO	13.5	10.5
1989-01-09	1.4	NULO	12.5	9
1989-01-10	0	NULO	19.5	11
1989-01-11	0	NULO	13	11
1989-01-12	0	NULO	13	11.5
1989-01-13	4.5	NULO	11.5	8
1989-01-14	0.2	NULO	12.5	8
1989-01-15	0	NULO	13.5	10
1989-01-16	9	NULO	10.5	8
1989-01-17	0.5	NULO	11	8.5
1989-01-18	0.5	NULO	11	9
1989-01-19	14	NULO	11	9
1989-01-20	17	NULO	10.5	9
1989-01-21	5	NULO	10	6
1989-01-22	0.1	NULO	7	4.5
1989-01-23	0	NULO	12	2.5
1989-01-24	0	NULO	16	2.5
1989-01-25	0	NULO	13	8
1989-01-26	3	NULO	10	7
1989-01-27	0	NULO	15	8.5
1989-01-28	0.3	NULO	16.5	7
1989-01-29	10.5	NULO	17.5	8
1989-01-30	0	NULO	15	10.5
1989-01-31	0	NULO	12.5	11.5
1989-02-01	NULO	NULO	15.5	11.5
1989-02-02	NULO	NULO	15	11
1989-02-03	NULO	NULO	12	10
1989-02-04	NULO	NULO	13	8
1989-02-05	NULO	NULO	14.5	7.5
1989-02-06	NULO	NULO	9	6.5
1989-02-07	NULO	NULO	9	5
1989-02-08	NULO	NULO	10.5	4.5
1989-02-09	NULO	NULO	13	4.5
1989-02-10	NULO	NULO	14	6.5
1989-02-11	NULO	NULO	13	7
1989-02-12	NULO	NULO	14	9
1989-02-13	NULO	NULO	14.5	6.5
1989-02-14	NULO	NULO	15.5	10.5
1989-02-15	NULO	NULO	16.5	11
1989-02-16	NULO	NULO	13.5	11.5
1989-02-17	NULO	NULO	14.5	12
1989-02-18	NULO	NULO	14	13
1989-02-19	NULO	NULO	14	12
1989-02-20	NULO	NULO	16.5	12
1989-02-21	NULO	NULO	13.5	11
1989-02-22	NULO	NULO	9	7.5
1989-02-23	NULO	NULO	14	7
1989-02-24	NULO	NULO	16	3.5
1989-02-25	NULO	NULO	14.5	8
1989-02-26	NULO	NULO	18.5	11.5
1989-02-27	NULO	NULO	19.5	12.5
1989-02-28	NULO	NULO	18.7	9.5
1989-03-01	0	NULO	18	12
1989-03-02	0	NULO	20	11.5
1989-03-03	0	NULO	20.5	12.5
1989-03-04	0	NULO	17.5	10.5
1989-03-05	5.9	NULO	6	3
1989-03-06	0	NULO	9	2
1989-03-07	0.5	NULO	10	2
1989-03-08	3	NULO	14	4
1989-03-09	5	NULO	12.5	3
1989-03-10	0	NULO	15.5	2.5
1989-03-11	0	NULO	16.5	3
1989-03-12	0	NULO	14.5	10
1989-03-13	0	NULO	17	13
1989-03-14	0	NULO	18	11
1989-03-15	0	NULO	16	13
1989-03-16	0	NULO	16	15
1989-03-17	0	NULO	16.5	15
1989-03-18	0	NULO	14.5	12
1989-03-19	0	NULO	14	13
1989-03-20	0	NULO	15	10.5
1989-03-21	0	NULO	14.5	12
